"first_name","middle_name","last_name","username","email","create_date","active","comments"
NA,NA,NA,"MSU_Student_11991112",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12002435",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12010749",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12061735",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12079211",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12079380",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12098389",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12111925",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12149827",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12163160",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12202672",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12250393",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12268292",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12272639",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12344762",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12347698",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12367724",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12402646",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12462537",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12490478",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12502163",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12549560",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12550067",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12587842",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12647182",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12674751",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12678402",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12720918",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12722451",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12726515",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12780333",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12806230",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12818721",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12828742",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12850566",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12968636",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_12971055",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13001530",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13058191",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13158222",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13185062",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13266298",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13274057",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13301887",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13326786",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13327329",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13328145",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13331869",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13352151",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13370338",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13370405",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13384614",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13388546",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13418617",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13442028",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13452038",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13465078",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13473229",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13505933",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13552214",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13557454",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13561267",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13636709",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13684256",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13697393",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13699594",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13712142",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13715851",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13720908",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13770932",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13796852",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13883743",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13888671",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13904244",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13938191",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_13966263",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14040303",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14093934",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14110295",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14136826",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14142842",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14155127",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14173436",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14213054",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14225684",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14372988",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14407133",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14434542",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14467223",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14489110",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14499209",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14527718",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14528257",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14708507",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14745299",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14808697",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14819659",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14835700",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14882876",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14891177",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14901000",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14923324",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_14994872",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15040191",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15044288",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15046662",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15059897",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15070116",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15076051",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15076653",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15096847",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15105028",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15202520",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15213370",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15252648",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15347064",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15382721",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15421910",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15438635",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15498860",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15552784",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15553179",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15563615",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15573186",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15593220",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15611167",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15615543",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15652444",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15663713",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15747108",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15852960",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15870169",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15947835",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_15971970",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16019727",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16075041",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16076109",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16087078",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16231878",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16237842",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16297633",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16305760",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16313072",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16319995",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16320261",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16360877",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16369110",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16375886",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16430712",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16443431",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16516278",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16594549",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16616119",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16631489",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16661236",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16675571",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16675588",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16750195",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16755421",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16894408",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16970501",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_16997307",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17008479",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17010421",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17027224",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17034362",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17052843",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17091481",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17092660",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17152610",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17157294",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17203606",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17327368",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17343100",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17353436",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17359846",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17420210",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17478737",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17519557",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17521118",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17542081",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17547248",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17560754",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17576929",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17585131",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17599861",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17640971",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17676866",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17682502",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17694465",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17717614",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17742157",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17769355",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
NA,NA,NA,"MSU_Student_17772147",NA,"2017-01-01",0,"MSU campus trees project student observer, 2018-2025"
