"ID","Start_time","Completion_time","StudentID","Last_modified_time","SectionID","Tree_species","Accession_Acer_rubrum","Accession_Acer_saccharinum","Accession_Acer_saccharum","Accession_Cercis_canadensis","Accession_Cornus_florida","Accession_Fagus_grandifolia","Accession_Fagus_sylvatica","Accession_Gymnocladus_dioicius","Accession_Liriodendron_tulipifera","Accession_Metasequoia_glyptostroboides","Accession_Ostrya_virginiana","Accession_Pinus_strobus","Accession_Platanus_occidentalis","Accession_Quercus_alba","Accession_Quercus_macrocarpa","Accession_Quercus_rubra","Accession_Ulmus_americana","Percent_color","Percent_fallen","Photo_date","Comments"
17,2024-11-18 16:00:51,2024-11-18 16:01:26,78175626,,"2024-02","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6249*01",100,100,2024-11-18,
18,2024-11-18 16:27:18,2024-11-18 16:28:27,17050873,,"2024-02","Fagus grandifolia (American beech)",,,,,,"CC0182*01",,,,,,,,,,,,100,100,2024-11-18,
19,2024-11-18 16:28:32,2024-11-18 16:29:13,17050873,,"2024-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC0074*01",,,,,,,,100,100,2024-11-18,
20,2024-11-18 18:12:51,2024-11-18 18:13:29,87160896,,"2024-01","Cornus florida (eastern flowering dogwood)",,,,,"CC0959*01",,,,,,,,,,,,,100,100,2024-11-18,
21,2024-11-18 18:13:35,2024-11-18 18:14:13,87160896,,"2024-01","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20090398*07",,,,,,,,,100,100,2024-11-18,
22,2024-11-18 18:13:13,2024-11-18 18:14:18,57437424,,"2024-01","Acer rubrum (red maple)","CC6250*01",,,,,,,,,,,,,,,,,100,100,2024-11-18,
23,2024-11-18 18:14:22,2024-11-18 18:15:12,57437424,,"2024-01","Acer saccharum (sugar maple)",,,"CC6403*01",,,,,,,,,,,,,,,100,100,2024-11-18,
24,2024-11-18 18:27:17,2024-11-18 18:28:16,27988718,,"2024-02","Acer saccharinum (silver maple)",,"CC0014*01",,,,,,,,,,,,,,,,100,100,2024-11-18,
25,2024-11-18 18:28:21,2024-11-18 18:28:45,27988718,,"2024-02","Acer saccharinum (silver maple)",,"CC0015*01",,,,,,,,,,,,,,,,100,100,2024-11-18,
26,2024-11-18 21:12:05,2024-11-18 21:12:44,31444975,,"2024-02","Acer saccharum (sugar maple)",,,"CC6527*01",,,,,,,,,,,,,,,100,100,2024-11-18,
27,2024-11-18 21:12:47,2024-11-18 21:13:18,31444975,,"2024-02","Acer saccharum (sugar maple)",,,"CC4423*01",,,,,,,,,,,,,,,100,100,2024-11-18,
28,2024-11-19 07:54:15,2024-11-19 07:54:46,96931862,,"2024-01","Acer saccharinum (silver maple)",,"CC4532*01",,,,,,,,,,,,,,,,0,0,2024-11-19,
29,2024-11-19 07:54:49,2024-11-19 07:55:14,96931862,,"2024-01","Acer saccharinum (silver maple)",,"CC4536*01",,,,,,,,,,,,,,,,0,0,2024-11-19,
30,2024-11-19 07:55:20,2024-11-19 07:55:44,96931862,,"2024-01","Acer saccharinum (silver maple)",,"CC4532*01",,,,,,,,,,,,,,,,0,0,2024-11-19,
31,2024-11-19 09:21:57,2024-11-19 09:24:04,69993096,,"2024-01","Fagus grandifolia (American beech)",,,,,,"CC6328*01",,,,,,,,,,,,100,100,2024-11-19,"na"
32,2024-11-19 09:24:08,2024-11-19 09:25:09,69993096,,"2024-01","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20230040*01",,,,,,,,,99,99,2024-11-19,"na"
33,2024-11-19 12:20:23,2024-11-19 12:21:08,57602087,,"2024-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*03",,,,,,,100,100,2024-11-19,
34,2024-11-19 12:21:13,2024-11-19 12:21:43,57602087,,"2024-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*04",,,,,,,100,100,2024-11-19,
35,2024-11-19 13:12:24,2024-11-19 13:13:56,82330988,,"2024-01","Acer saccharum (sugar maple)",,,"CC6394*01",,,,,,,,,,,,,,,0,0,2024-11-19,
36,2024-11-19 13:14:10,2024-11-19 13:15:00,82330988,,"2024-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6397*02",0,0,2024-11-19,
37,2024-11-19 13:37:04,2024-11-19 13:37:52,60051012,,"2024-04","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"NN0749*01",,100,100,2024-11-17,
38,2024-11-19 13:38:11,2024-11-19 13:39:38,60051012,,"2024-04","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC6645*01",,,,,95,95,2024-11-17,
39,2024-11-19 13:50:01,2024-11-19 13:50:38,69325965,,"2024-04","Acer rubrum (red maple)","CC1719*02",,,,,,,,,,,,,,,,,100,100,2024-11-19,
40,2024-11-19 13:50:41,2024-11-19 13:51:08,69325965,,"2024-04","Cornus florida (eastern flowering dogwood)",,,,,"CC1720*01",,,,,,,,,,,,,100,100,2024-11-19,
41,2024-11-19 14:24:51,2024-11-19 14:27:07,21464935,,"2024-02","Cercis canadensis (eastern redbud)",,,,"CC6021*01",,,,,,,,,,,,,,100,100,2024-11-19,
42,2024-11-19 14:26:04,2024-11-19 14:27:27,64061169,,"2024-04","Cornus florida (eastern flowering dogwood)",,,,,"CC0364*01",,,,,,,,,,,,,100,100,2024-11-14,"I think I submitted these pictures to week 12 because it was the only one that showed up for me and I didn’t question that it was week 12. So I am resubmitting just in case."
43,2024-11-19 14:24:49,2024-11-19 14:27:58,21464935,,"2024-02","Acer rubrum (red maple)","CC2943*03",,,,,,,,,,,,,,,,,100,100,2024-11-19,
44,2024-11-19 14:27:34,2024-11-19 14:28:55,64061169,,"2024-04","Acer rubrum (red maple)","CC2943*01",,,,,,,,,,,,,,,,,100,100,2024-11-14,"I think I submitted this to week 12 because it was the only one that showed up for me and I didn’t question that it wasn’t week 12 because I honestly wasn’t sure what week it was. I’m resubmitting just in case."
45,2024-11-19 14:28:59,2024-11-19 14:30:37,38017225,,"2024-04","Acer rubrum (red maple)","CC6281*02",,,,,,,,,,,,,,,,,100,100,2024-11-19,
46,2024-11-19 14:30:47,2024-11-19 14:31:36,38017225,,"2024-04","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6249*01",100,100,2024-11-19,
47,2024-11-19 14:34:32,2024-11-19 14:35:49,83344759,,"2024-02","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"NN0749*01",,100,100,2024-11-19,
48,2024-11-19 14:37:01,2024-11-19 14:37:31,83344759,,"2024-02","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"NN0748*01",,100,100,2024-11-19,
49,2024-11-19 15:05:37,2024-11-19 15:06:22,77771206,,"2024-01","Cercis canadensis (eastern redbud)",,,,"20230403*01",,,,,,,,,,,,,,0,0,2024-11-19,
50,2024-11-19 15:06:25,2024-11-19 15:06:58,77771206,,"2024-01","Cercis canadensis (eastern redbud)",,,,"20230403*02",,,,,,,,,,,,,,1,1,2024-11-19,
51,2024-11-19 15:10:02,2024-11-19 15:10:41,77572439,,"2024-03","Quercus alba (white oak)",,,,,,,,,,,,,,"CC4955*01",,,,100,100,2024-11-19,
52,2024-11-19 15:10:48,2024-11-19 15:11:18,77572439,,"2024-03","Quercus alba (white oak)",,,,,,,,,,,,,,"CC4955*02",,,,100,100,2024-11-19,
53,2024-11-19 15:21:53,2024-11-19 15:22:50,98096521,,"2024-02","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"NN0273*01",,,,,,,,,,100,100,2024-11-19,
54,2024-11-19 15:22:54,2024-11-19 15:24:21,98096521,,"2024-02","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"NN0274*01",,,,,,,,,,100,100,2024-11-19,
55,2024-11-19 16:03:41,2024-11-19 16:04:21,78013200,,"2024-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*03",,,,,,,100,100,2024-11-19,
56,2024-11-19 16:04:24,2024-11-19 16:04:51,78013200,,"2024-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*02",,,,,,,100,100,2024-11-19,
57,2024-11-19 16:04:57,2024-11-19 16:05:30,91757509,,"2024-03","Cercis canadensis (eastern redbud)",,,,"CC2925*01",,,,,,,,,,,,,,0,0,2024-11-19,
58,2024-11-19 16:05:36,2024-11-19 16:06:12,91757509,,"2024-03","Cornus florida (eastern flowering dogwood)",,,,,"CC2938*01",,,,,,,,,,,,,100,100,2024-11-19,
59,2024-11-19 16:48:23,2024-11-19 16:49:34,47173315,,"2024-05","Quercus alba (white oak)",,,,,,,,,,,,,,"CC4955*01",,,,100,100,2024-11-19,
60,2024-11-19 16:49:40,2024-11-19 16:50:32,47173315,,"2024-05","Acer saccharum (sugar maple)",,,"CC6530*01",,,,,,,,,,,,,,,100,100,2024-11-19,
61,2024-11-19 17:05:32,2024-11-19 17:06:40,15946941,,"2024-05","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"CC1648*01",,,,,,,100,100,2024-11-19,
62,2024-11-19 17:06:44,2024-11-19 17:07:17,15946941,,"2024-05","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"CC9244*01",,,,,,,100,100,2024-11-19,
63,2024-11-19 17:24:23,2024-11-19 17:24:52,16044984,,"2024-05","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC4653*01",100,100,2024-11-19,"N/a"
64,2024-11-19 17:24:56,2024-11-19 17:25:32,16044984,,"2024-05","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC4656*01",0,0,2024-11-19,"N/a"
65,2024-11-19 17:30:35,2024-11-19 17:32:22,51318653,,"2024-03","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20090398*06",,,,,,,,,100,100,2024-11-19,
66,2024-11-19 17:32:25,2024-11-19 17:33:07,51318653,,"2024-03","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"NN0275*01",,,,,,,,,,100,100,2024-11-19,
67,2024-11-19 19:01:37,2024-11-19 19:04:39,71696264,,"2024-01","Fagus grandifolia (American beech)",,,,,,"CC1245*01",,,,,,,,,,,,100,100,2024-11-19,
68,2024-11-19 19:04:42,2024-11-19 19:05:50,71696264,,"2024-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC4656*01",100,100,2024-11-19,
69,2024-11-19 19:25:32,2024-11-19 19:27:06,53042058,,"2024-05","Acer rubrum (red maple)","CC1719*01",,,,,,,,,,,,,,,,,2,2,2024-11-19,
70,2024-11-19 19:27:12,2024-11-19 19:28:36,53042058,,"2024-05","Acer saccharum (sugar maple)",,,"CC1032*01",,,,,,,,,,,,,,,5,5,2024-11-19,
71,2024-11-19 20:39:11,2024-11-19 20:42:06,45965967,,"2024-02","Cornus florida (eastern flowering dogwood)",,,,,"CC7298*01",,,,,,,,,,,,,100,100,2024-11-19,"no comment"
72,2024-11-19 20:42:16,2024-11-19 20:44:48,45965967,,"2024-02","Fagus grandifolia (American beech)",,,,,,"CC0242*01",,,,,,,,,,,,100,100,2024-11-19,"no comment"
73,2024-11-19 20:55:51,2024-11-19 20:58:45,49222636,,"2024-03","Cornus florida (eastern flowering dogwood)",,,,,"CC1741*01",,,,,,,,,,,,,99,99,2024-11-19,
74,2024-11-19 20:58:49,2024-11-19 20:59:50,49222636,,"2024-03","Pinus strobus (eastern white pine)",,,,,,,,,,,,"98P136*01",,,,,,18,18,2024-11-18,
75,2024-11-20 01:40:38,2024-11-20 01:42:43,15183293,,"2024-01","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20130271*01",,,,,,,,,100,100,2024-11-19,
76,2024-11-20 01:42:45,2024-11-20 01:43:30,15183293,,"2024-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC4653*01",100,100,2024-11-19,
77,2024-11-20 09:05:22,2024-11-20 09:07:37,18701704,,"2024-02","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"94N379*17",,100,100,2024-11-20,
78,2024-11-20 09:21:18,2024-11-20 09:22:18,73180601,,"2024-05","Liriodendron tulipifera (tulip tree)",,,,,,,,,"CC0901*01",,,,,,,,,100,100,2024-11-19,
79,2024-11-20 09:22:21,2024-11-20 09:23:00,73180601,,"2024-05","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*02",,,,,,,100,100,2024-11-20,
80,2024-11-20 10:03:27,2024-11-20 10:04:59,14529513,,"2024-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*02",,,,,,,0,0,2024-11-19,
81,2024-11-20 10:05:09,2024-11-20 10:05:43,14529513,,"2024-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*03",,,,,,,0,0,2024-11-19,
82,2024-11-20 10:05:17,2024-11-20 10:06:13,92916098,,"2024-01","Cercis canadensis (eastern redbud)",,,,"CC2925*01",,,,,,,,,,,,,,0,0,2024-11-20,
83,2024-11-20 10:06:16,2024-11-20 10:07:17,92916098,,"2024-01","Cornus florida (eastern flowering dogwood)",,,,,"CC2938*01",,,,,,,,,,,,,100,100,2024-11-20,
84,2024-11-20 10:30:16,2024-11-20 10:31:01,70694184,,"2024-03","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"94N379*07",,0,0,2024-11-19,
85,2024-11-20 10:31:06,2024-11-20 10:31:37,70694184,,"2024-03","Acer rubrum (red maple)","20100048*12",,,,,,,,,,,,,,,,,0,0,2024-11-19,
86,2024-11-20 10:45:07,2024-11-20 10:46:44,64071088,,"2024-03","Fagus grandifolia (American beech)",,,,,,"CC6328*01",,,,,,,,,,,,100,100,2024-11-18,
87,2024-11-20 10:46:49,2024-11-20 10:47:54,64071088,,"2024-03","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6416*01",100,100,2024-11-18,
88,2024-11-20 11:28:41,2024-11-20 11:38:35,15636426,,"2024-03","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC3963*01",,,,,,,,100,100,2024-11-20,
89,2024-11-20 11:38:42,2024-11-20 11:39:47,15636426,,"2024-03","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC4184*01",,,,,,,,100,100,2024-11-20,
90,2024-11-20 11:41:11,2024-11-20 11:41:45,74188171,,"2024-02","Acer rubrum (red maple)","CC6250*01",,,,,,,,,,,,,,,,,100,100,2024-11-20,
91,2024-11-20 11:41:52,2024-11-20 11:42:38,74188171,,"2024-02","Quercus alba (white oak)",,,,,,,,,,,,,,"CC6390*01",,,,100,100,2024-11-20,
92,2024-11-20 11:45:45,2024-11-20 11:50:29,17779818,,"2024-03","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6859*01",100,100,2024-11-18,
93,2024-11-20 11:50:32,2024-11-20 11:51:24,17779818,,"2024-03","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20070191*01",,,,,,,100,100,2024-11-19,
94,2024-11-20 12:12:29,2024-11-20 12:14:00,41913480,,"2024-02","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC0016*01",,,,,95,95,2024-11-20,
95,2024-11-20 12:14:04,2024-11-20 12:14:41,41913480,,"2024-02","Liriodendron tulipifera (tulip tree)",,,,,,,,,"CC0901*01",,,,,,,,,100,100,2024-11-20,
96,2024-11-20 12:27:00,2024-11-20 12:29:57,26373491,,"2024-05","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*01",,,,,,,100,100,2024-11-20,
97,2024-11-20 12:30:14,2024-11-20 12:31:11,26373491,,"2024-05","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20090257*02",,,,,,,100,100,2024-11-20,
98,2024-11-20 12:32:22,2024-11-20 12:33:14,85159147,,"2024-02","Cercis canadensis (eastern redbud)",,,,"CC8324*01",,,,,,,,,,,,,,0,0,2024-11-20,
99,2024-11-20 12:33:27,2024-11-20 12:34:17,85159147,,"2024-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"CC3963*01",,,,,,,,100,100,2024-11-20,
100,2024-11-20 13:29:52,2024-11-20 13:31:19,20701911,,"2024-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC5459*03",100,100,2024-11-20,
101,2024-11-20 13:31:22,2024-11-20 13:32:21,20701911,,"2024-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6943*01",100,100,2024-11-20,
102,2024-11-20 13:46:52,2024-11-20 13:47:28,19801852,,"2024-02","Cornus florida (eastern flowering dogwood)",,,,,"CC0959*01",,,,,,,,,,,,,100,100,2024-11-20,
103,2024-11-20 13:47:30,2024-11-20 13:48:17,19801852,,"2024-02","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20150640*06",,,,,,,,,100,100,2024-11-20,
104,2024-11-20 14:19:21,2024-11-20 14:21:03,73544054,,"2024-02","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC1666*01",,,,,100,100,2024-11-20,
105,2024-11-20 14:21:06,2024-11-20 14:21:56,73544054,,"2024-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"CC9244*01",,,,,,,100,100,2024-11-20,
106,2024-11-20 14:34:25,2024-11-20 14:35:01,26681711,,"2024-02","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6249*01",100,100,2024-11-20,
107,2024-11-20 14:35:07,2024-11-20 14:35:53,26681711,,"2024-02","Acer rubrum (red maple)","CC6281*02",,,,,,,,,,,,,,,,,100,100,2024-11-20,
108,2024-11-20 14:37:40,2024-11-20 14:40:05,97739031,,"2024-02","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6943*01",100,100,2024-11-20,
109,2024-11-20 14:40:33,2024-11-20 14:41:05,18336234,,"2024-02","Acer rubrum (red maple)","CC2943*01",,,,,,,,,,,,,,,,,100,100,2024-11-20,
110,2024-11-20 14:40:09,2024-11-20 14:41:13,97739031,,"2024-02","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"91P205*01",,100,100,2024-11-20,
111,2024-11-20 14:41:08,2024-11-20 14:41:36,18336234,,"2024-02","Acer rubrum (red maple)","CC2943*02",,,,,,,,,,,,,,,,,100,100,2024-11-20,
112,2024-11-20 14:41:59,2024-11-20 14:42:58,20455166,,"2024-02","Liriodendron tulipifera (tulip tree)",,,,,,,,,"97P033*01",,,,,,,,,100,100,2024-11-20,"n/a"
113,2024-11-20 14:43:02,2024-11-20 14:43:50,20455166,,"2024-02","Quercus alba (white oak)",,,,,,,,,,,,,,"CC0239*01",,,,100,100,2024-11-20,"n/a"
114,2024-11-20 15:13:32,2024-11-20 15:14:11,19058827,,"2024-02","Acer saccharinum (silver maple)",,"CC6826*01",,,,,,,,,,,,,,,,100,100,2024-11-20,
115,2024-11-20 15:14:15,2024-11-20 15:14:45,19058827,,"2024-02","Cercis canadensis (eastern redbud)",,,,"CC2203*01",,,,,,,,,,,,,,100,100,2024-11-20,
116,2024-11-20 15:16:20,2024-11-20 15:17:24,49043798,,"2024-01","Fagus sylvatica (European beech)",,,,,,,"CC0190*01",,,,,,,,,,,85,85,2024-11-19,
117,2024-11-20 15:17:33,2024-11-20 15:18:32,49043798,,"2024-01","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20120053*03",,,,,,,,,100,100,2024-11-19,
118,2024-11-20 15:18:41,2024-11-20 15:19:24,49043798,,"2024-01","Fagus sylvatica (European beech)",,,,,,,"CC0190*01",,,,,,,,,,,85,85,2024-11-19,"Submitted the wrong picture last time"
119,2024-11-20 15:31:01,2024-11-20 15:32:22,53019041,,"2024-02","Acer saccharinum (silver maple)",,"CC6826*01",,,,,,,,,,,,,,,,100,100,2024-11-20,
120,2024-11-20 15:32:30,2024-11-20 15:33:17,53019041,,"2024-02","Ostrya virginiana (American hop hornbeam)",,,,,,,,,,,"20110263*01",,,,,,,100,100,2024-11-20,
121,2024-11-20 15:49:41,2024-11-20 15:51:04,17293514,,"2024-02","Fagus grandifolia (American beech)",,,,,,"20070154*04",,,,,,,,,,,,100,100,2024-11-20,
122,2024-11-20 15:51:09,2024-11-20 15:52:04,17293514,,"2024-02","Fagus grandifolia (American beech)",,,,,,"20130268*01",,,,,,,,,,,,100,100,2024-11-20,
123,2024-11-20 16:02:35,2024-11-20 16:04:18,98113306,,"2024-04","Acer rubrum (red maple)","CC6281*01",,,,,,,,,,,,,,,,,100,100,2024-11-20,
124,2024-11-20 16:04:21,2024-11-20 16:04:49,98113306,,"2024-04","Acer saccharum (sugar maple)",,,"CC6403*01",,,,,,,,,,,,,,,100,100,2024-11-20,
125,2024-11-20 16:38:37,2024-11-20 16:41:21,14913081,,"2024-01","Quercus rubra (red oak)",,,,,,,,,,,,,,,,"94N379*07",,100,100,2024-11-20,
126,2024-11-20 16:41:24,2024-11-20 16:41:59,14913081,,"2024-01","Acer rubrum (red maple)","CC8185*03",,,,,,,,,,,,,,,,,100,100,2024-11-20,
127,2024-11-20 16:48:37,2024-11-20 16:51:44,11474872,,"2024-01","Quercus alba (white oak)",,,,,,,,,,,,,,"CC6390*01",,,,100,100,2024-11-20,"N/A"
128,2024-11-20 16:51:55,2024-11-20 16:52:52,11474872,,"2024-01","Fagus grandifolia (American beech)",,,,,,"CC6260*01",,,,,,,,,,,,100,100,2024-11-20,"N/A"
129,2024-11-20 16:52:41,2024-11-20 16:55:12,91179587,,"2024-01","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC5459*03",100,100,2024-11-20,
130,2024-11-20 16:55:15,2024-11-20 16:56:17,91179587,,"2024-01","Cornus florida (eastern flowering dogwood)",,,,,"CC7298*02",,,,,,,,,,,,,100,100,2024-11-20,
131,2024-11-20 16:59:46,2024-11-20 17:02:00,76490947,,"2024-02","Acer saccharinum (silver maple)",,"CC9673*01",,,,,,,,,,,,,,,,100,100,2024-11-20,
132,2024-11-20 17:02:17,2024-11-20 17:02:56,76490947,,"2024-02","Cornus florida (eastern flowering dogwood)",,,,,"CC0549*01",,,,,,,,,,,,,100,100,2024-11-20,
133,2024-11-20 17:06:01,2024-11-20 17:07:15,33394057,,"2024-02","Cercis canadensis (eastern redbud)",,,,"CC2203*01",,,,,,,,,,,,,,100,100,2024-11-20,
134,2024-11-20 17:07:24,2024-11-20 17:07:56,33394057,,"2024-02","Cornus florida (eastern flowering dogwood)",,,,,"CC2202*01",,,,,,,,,,,,,100,100,2024-11-20,
135,2024-11-20 17:07:45,2024-11-20 17:08:20,15080011,,"2024-04","Fagus grandifolia (American beech)",,,,,,"CC6260*01",,,,,,,,,,,,100,100,2024-11-18,
136,2024-11-20 17:08:22,2024-11-20 17:08:47,15080011,,"2024-04","Quercus alba (white oak)",,,,,,,,,,,,,,"CC6390*01",,,,100,100,2024-11-18,
137,2024-11-20 17:14:01,2024-11-20 17:32:52,80588423,,"2024-02","Platanus occidentalis (sycamore)",,,,,,,,,,,,,"CC2662*02",,,,,100,100,2024-11-20,
138,2024-11-20 17:32:56,2024-11-20 17:33:26,80588423,,"2024-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"20060244*12",,,,,,,,100,100,2024-11-20,
139,2024-11-20 17:38:41,2024-11-20 17:40:57,12042211,,"2024-01","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"NN0272*01",,,,,,,,,,100,100,2024-11-20,
140,2024-11-20 17:41:00,2024-11-20 17:41:34,12042211,,"2024-01","Gymnocladus dioicius (Kentucky coffee-tree)",,,,,,,,"NN0273*01",,,,,,,,,,100,100,2024-11-20,
141,2024-11-20 17:54:45,2024-11-20 17:55:49,31694563,,"2024-02","Ulmus americana (American elm)",,,,,,,,,,,,,,,,,"CC6546*02",100,100,2024-11-20,
142,2024-11-20 17:55:54,2024-11-20 17:56:44,31694563,,"2024-02","Metasequoia glyptostroboides (dawn-redwood)",,,,,,,,,,"20060244*05",,,,,,,,90,90,2024-11-20,
143,2024-11-20 18:09:08,2024-11-20 18:11:23,60420138,,"2024-01","Cornus florida (eastern flowering dogwood)",,,,,"CC2938*01",,,,,,,,,,,,,100,100,2024-11-20,
144,2024-11-20 18:11:34,2024-11-20 18:13:23,60420138,,"2024-01","Liriodendron tulipifera (tulip tree)",,,,,,,,,"20230040*01",,,,,,,,,100,100,2024-11-20,
